FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
723,Southwest,6678,ATL,BOS,01-09-2024 12:10,01-09-2024 12:21,01-09-2024 16:10,01-09-2024 16:31,21,Weather,FALSE,TRUE,Boeing 737,N73268,2224
724,American Airlines,6592,LAX,BOS,01-09-2024 14:08,01-09-2024 14:25,01-09-2024 20:08,01-09-2024 20:18,10,Maintenance,FALSE,FALSE,Boeing 777,N33425,2505
725,Delta,1917,ATL,BOS,01-09-2024 14:03,01-09-2024 14:21,01-09-2024 17:03,01-09-2024 17:14,11,Weather,FALSE,FALSE,Boeing 777,N34461,1005
726,Delta,7986,ATL,MIA,01-09-2024 04:50,01-09-2024 05:10,01-09-2024 10:50,01-09-2024 11:04,14,Air Traffic Control,FALSE,FALSE,Airbus A320,N21340,626
727,American Airlines,9568,JFK,BOS,01-09-2024 12:31,01-09-2024 12:35,01-09-2024 17:31,01-09-2024 17:27,-4,,TRUE,FALSE,Boeing 737,N32170,2942
728,American Airlines,4257,JFK,BOS,01-09-2024 11:10,01-09-2024 11:26,01-09-2024 14:10,01-09-2024 14:34,24,Maintenance,TRUE,FALSE,Boeing 777,N20603,2075
729,Delta,1666,LAX,JFK,01-09-2024 04:31,01-09-2024 04:58,01-09-2024 06:31,01-09-2024 06:42,11,Maintenance,TRUE,TRUE,Airbus A320,N44694,2557
730,Southwest,6123,ORD,SFO,01-09-2024 15:51,01-09-2024 15:55,01-09-2024 17:51,01-09-2024 17:43,-8,,FALSE,FALSE,Airbus A320,N75838,517
731,United,9967,DFW,SEA,01-09-2024 15:07,01-09-2024 15:13,01-09-2024 21:07,01-09-2024 21:17,10,Weather,FALSE,TRUE,Boeing 737,N46579,1682
732,Delta,7528,DFW,MIA,01-09-2024 01:48,01-09-2024 02:13,01-09-2024 05:48,01-09-2024 05:50,2,Air Traffic Control,TRUE,TRUE,Boeing 737,N17022,431
733,Southwest,8644,ATL,SEA,01-09-2024 20:57,01-09-2024 21:24,02-09-2024 01:57,02-09-2024 01:48,-9,,FALSE,TRUE,Boeing 777,N34673,2422
734,Southwest,3226,ORD,SEA,01-09-2024 18:38,01-09-2024 18:38,01-09-2024 23:38,01-09-2024 23:52,14,Air Traffic Control,TRUE,TRUE,Airbus A320,N90930,194
735,United,9574,LAX,MIA,01-09-2024 02:13,01-09-2024 02:18,01-09-2024 06:13,01-09-2024 06:31,18,Weather,TRUE,TRUE,Boeing 737,N60331,2802
736,Delta,752,DFW,JFK,01-09-2024 14:16,01-09-2024 14:46,01-09-2024 17:16,01-09-2024 17:43,27,Weather,FALSE,TRUE,Boeing 777,N51470,484
737,Delta,2580,ATL,SFO,01-09-2024 21:36,01-09-2024 22:03,02-09-2024 03:36,02-09-2024 03:58,22,Maintenance,FALSE,TRUE,Boeing 737,N71553,232
738,Southwest,5441,LAX,SFO,01-09-2024 18:53,01-09-2024 19:12,01-09-2024 20:53,01-09-2024 20:57,4,Air Traffic Control,FALSE,TRUE,Airbus A320,N18691,272
739,Delta,5679,JFK,SEA,01-09-2024 14:51,01-09-2024 14:55,01-09-2024 20:51,01-09-2024 20:51,0,,FALSE,TRUE,Boeing 777,N82202,144
740,American Airlines,5962,JFK,JFK,01-09-2024 06:45,01-09-2024 07:04,01-09-2024 09:45,01-09-2024 10:06,21,Weather,TRUE,TRUE,Airbus A320,N45589,134
741,American Airlines,2955,ATL,SEA,01-09-2024 16:15,01-09-2024 16:33,01-09-2024 19:15,01-09-2024 19:35,20,Maintenance,FALSE,FALSE,Airbus A320,N88155,253
742,Southwest,7214,DFW,BOS,01-09-2024 06:05,01-09-2024 06:12,01-09-2024 08:05,01-09-2024 07:56,-9,,TRUE,TRUE,Airbus A320,N75457,2936
743,American Airlines,5249,JFK,BOS,01-09-2024 21:39,01-09-2024 21:58,02-09-2024 03:39,02-09-2024 04:01,22,Weather,FALSE,FALSE,Boeing 737,N80642,2064
744,United,3964,LAX,SEA,01-09-2024 16:29,01-09-2024 16:51,01-09-2024 19:29,01-09-2024 19:26,-3,,FALSE,TRUE,Boeing 737,N86530,459
745,Southwest,7600,LAX,SFO,01-09-2024 05:47,01-09-2024 06:02,01-09-2024 08:47,01-09-2024 08:54,7,Air Traffic Control,TRUE,TRUE,Boeing 737,N76868,645
746,United,6251,JFK,MIA,01-09-2024 21:31,01-09-2024 21:45,02-09-2024 00:31,02-09-2024 00:56,25,Maintenance,TRUE,FALSE,Boeing 777,N35366,2671
747,Delta,2835,LAX,BOS,01-09-2024 03:08,01-09-2024 03:37,01-09-2024 07:08,01-09-2024 07:17,9,Maintenance,TRUE,TRUE,Airbus A320,N75791,2561
748,American Airlines,3879,JFK,MIA,01-09-2024 12:49,01-09-2024 13:00,01-09-2024 18:49,01-09-2024 19:01,12,Air Traffic Control,TRUE,TRUE,Boeing 737,N51154,601
749,Southwest,8975,ATL,JFK,01-09-2024 12:48,01-09-2024 13:15,01-09-2024 17:48,01-09-2024 17:39,-9,,FALSE,TRUE,Boeing 737,N22673,2405
750,American Airlines,6932,LAX,SFO,01-09-2024 03:13,01-09-2024 03:42,01-09-2024 05:13,01-09-2024 05:08,-5,,FALSE,TRUE,Boeing 777,N13793,2823
751,Southwest,1740,ORD,MIA,01-09-2024 13:12,01-09-2024 13:28,01-09-2024 15:12,01-09-2024 15:09,-3,,TRUE,FALSE,Airbus A320,N83322,1147
752,United,8379,ATL,SFO,01-09-2024 08:18,01-09-2024 08:42,01-09-2024 14:18,01-09-2024 14:32,14,Weather,FALSE,TRUE,Airbus A320,N86374,1642
753,Southwest,1871,DFW,MIA,01-09-2024 22:50,01-09-2024 23:00,02-09-2024 01:50,02-09-2024 02:14,24,Air Traffic Control,TRUE,FALSE,Boeing 777,N45923,1106
754,United,2460,ORD,JFK,01-09-2024 14:28,01-09-2024 14:51,01-09-2024 15:28,01-09-2024 15:56,28,Maintenance,TRUE,TRUE,Boeing 737,N63927,1659
755,American Airlines,2557,ATL,BOS,01-09-2024 02:44,01-09-2024 02:56,01-09-2024 05:44,01-09-2024 05:53,9,Maintenance,TRUE,FALSE,Airbus A320,N12687,2342
756,American Airlines,5785,ATL,BOS,01-09-2024 16:39,01-09-2024 16:40,01-09-2024 20:39,01-09-2024 20:30,-9,,FALSE,TRUE,Boeing 777,N35876,1758
757,United,1873,ORD,MIA,01-09-2024 21:23,01-09-2024 21:33,02-09-2024 03:23,02-09-2024 03:45,22,Air Traffic Control,FALSE,FALSE,Airbus A320,N49842,1877
758,Delta,637,ATL,JFK,01-09-2024 04:36,01-09-2024 05:02,01-09-2024 08:36,01-09-2024 08:48,12,Maintenance,TRUE,TRUE,Airbus A320,N32015,1652
759,Delta,6709,ATL,JFK,01-09-2024 00:26,01-09-2024 00:41,01-09-2024 04:26,01-09-2024 04:50,24,Maintenance,TRUE,FALSE,Boeing 737,N83285,1692
760,American Airlines,4029,JFK,SFO,01-09-2024 13:08,01-09-2024 13:35,01-09-2024 15:08,01-09-2024 15:06,-2,,TRUE,TRUE,Airbus A320,N44000,2661
761,Southwest,8663,JFK,SFO,01-09-2024 06:52,01-09-2024 07:18,01-09-2024 08:52,01-09-2024 08:42,-10,,TRUE,TRUE,Airbus A320,N52202,2668
762,United,7770,JFK,BOS,01-09-2024 03:35,01-09-2024 03:57,01-09-2024 06:35,01-09-2024 07:04,29,Weather,TRUE,FALSE,Boeing 777,N59036,1926
763,Delta,5514,ORD,MIA,01-09-2024 04:21,01-09-2024 04:28,01-09-2024 07:21,01-09-2024 07:33,12,Air Traffic Control,FALSE,FALSE,Boeing 737,N39969,1613
764,Southwest,2075,JFK,SEA,01-09-2024 08:17,01-09-2024 08:45,01-09-2024 14:17,01-09-2024 14:19,2,Air Traffic Control,TRUE,FALSE,Boeing 737,N90817,2255
765,Delta,5808,DFW,JFK,01-09-2024 05:59,01-09-2024 06:26,01-09-2024 10:59,01-09-2024 11:06,7,Maintenance,TRUE,FALSE,Airbus A320,N23389,644
766,Southwest,5643,JFK,BOS,01-09-2024 21:07,01-09-2024 21:16,01-09-2024 22:07,01-09-2024 22:12,5,Maintenance,TRUE,FALSE,Airbus A320,N69104,1946
767,Delta,4498,LAX,JFK,01-09-2024 21:53,01-09-2024 22:20,02-09-2024 00:53,02-09-2024 01:03,10,Air Traffic Control,TRUE,TRUE,Airbus A320,N33737,617
768,Southwest,3383,DFW,BOS,01-09-2024 22:27,01-09-2024 22:47,01-09-2024 23:27,01-09-2024 23:35,8,Weather,TRUE,TRUE,Boeing 777,N78181,707
769,Delta,4551,LAX,SFO,01-09-2024 00:52,01-09-2024 01:20,01-09-2024 04:52,01-09-2024 04:58,6,Air Traffic Control,TRUE,TRUE,Airbus A320,N13408,1650
770,Southwest,1056,LAX,JFK,01-09-2024 13:44,01-09-2024 14:12,01-09-2024 15:44,01-09-2024 15:53,9,Air Traffic Control,FALSE,FALSE,Airbus A320,N77643,2744
771,Southwest,7351,DFW,SEA,01-09-2024 09:10,01-09-2024 09:40,01-09-2024 13:10,01-09-2024 13:25,15,Weather,TRUE,TRUE,Airbus A320,N75874,551
772,United,5966,ORD,JFK,01-09-2024 08:32,01-09-2024 08:32,01-09-2024 14:32,01-09-2024 14:45,13,Weather,TRUE,FALSE,Boeing 777,N97645,2379
773,Delta,2415,JFK,BOS,01-09-2024 12:56,01-09-2024 13:25,01-09-2024 16:56,01-09-2024 17:08,12,Air Traffic Control,FALSE,TRUE,Boeing 777,N35443,2356
774,Delta,142,ATL,SFO,01-09-2024 16:47,01-09-2024 17:06,01-09-2024 20:47,01-09-2024 21:09,22,Weather,TRUE,TRUE,Boeing 737,N20496,1118
775,American Airlines,8496,ORD,SEA,01-09-2024 05:34,01-09-2024 05:48,01-09-2024 06:34,01-09-2024 06:31,-3,,TRUE,TRUE,Airbus A320,N78256,2775
776,Delta,7360,JFK,MIA,01-09-2024 17:04,01-09-2024 17:21,01-09-2024 21:04,01-09-2024 21:02,-2,,FALSE,FALSE,Airbus A320,N24945,1513
777,Southwest,3115,DFW,JFK,01-09-2024 23:47,02-09-2024 00:08,02-09-2024 01:47,02-09-2024 01:47,0,,TRUE,TRUE,Boeing 777,N41491,2347
778,United,6884,DFW,SEA,01-09-2024 22:18,01-09-2024 22:36,01-09-2024 23:18,01-09-2024 23:15,-3,,FALSE,TRUE,Boeing 737,N64761,2176
779,United,8477,JFK,BOS,01-09-2024 08:16,01-09-2024 08:39,01-09-2024 09:16,01-09-2024 09:32,16,Weather,FALSE,FALSE,Boeing 777,N80104,1037
780,United,3491,DFW,JFK,01-09-2024 14:22,01-09-2024 14:49,01-09-2024 20:22,01-09-2024 20:46,24,Weather,TRUE,FALSE,Airbus A320,N19957,389
781,Southwest,9375,DFW,SFO,01-09-2024 02:19,01-09-2024 02:35,01-09-2024 08:19,01-09-2024 08:49,30,Maintenance,FALSE,TRUE,Airbus A320,N31138,233
782,Southwest,5325,ORD,SEA,01-09-2024 21:22,01-09-2024 21:38,02-09-2024 01:22,02-09-2024 01:29,7,Maintenance,FALSE,FALSE,Airbus A320,N92588,2945
783,Southwest,6411,DFW,SFO,01-09-2024 14:13,01-09-2024 14:30,01-09-2024 16:13,01-09-2024 16:05,-8,,TRUE,FALSE,Boeing 777,N72459,367
784,Southwest,7493,LAX,BOS,01-09-2024 18:21,01-09-2024 18:38,01-09-2024 23:21,01-09-2024 23:38,17,Air Traffic Control,FALSE,FALSE,Airbus A320,N81063,1090
785,Southwest,4137,ORD,SFO,01-09-2024 01:32,01-09-2024 01:37,01-09-2024 04:32,01-09-2024 04:53,21,Air Traffic Control,TRUE,TRUE,Boeing 737,N74464,2131
786,Southwest,5634,JFK,JFK,01-09-2024 09:08,01-09-2024 09:19,01-09-2024 10:08,01-09-2024 10:00,-8,,FALSE,TRUE,Airbus A320,N16577,1712
787,Southwest,4593,LAX,SFO,01-09-2024 06:05,01-09-2024 06:33,01-09-2024 07:05,01-09-2024 07:02,-3,,FALSE,FALSE,Boeing 737,N68587,837
788,Delta,5613,JFK,SFO,01-09-2024 10:59,01-09-2024 11:21,01-09-2024 12:59,01-09-2024 12:59,0,,FALSE,FALSE,Boeing 737,N83368,1120
789,Delta,3255,ATL,JFK,01-09-2024 13:51,01-09-2024 14:19,01-09-2024 18:51,01-09-2024 18:42,-9,,FALSE,FALSE,Airbus A320,N42126,493
790,Delta,3940,ORD,SEA,01-09-2024 08:55,01-09-2024 09:25,01-09-2024 13:55,01-09-2024 14:13,18,Air Traffic Control,FALSE,FALSE,Boeing 777,N55293,2305
791,United,4635,DFW,SFO,01-09-2024 01:23,01-09-2024 01:50,01-09-2024 05:23,01-09-2024 05:46,23,Air Traffic Control,FALSE,TRUE,Boeing 777,N58674,1211
792,United,3403,JFK,BOS,01-09-2024 05:51,01-09-2024 06:18,01-09-2024 07:51,01-09-2024 07:51,0,,FALSE,FALSE,Boeing 737,N86119,1187
793,Southwest,2777,DFW,JFK,01-09-2024 16:11,01-09-2024 16:34,01-09-2024 20:11,01-09-2024 20:14,3,Maintenance,TRUE,TRUE,Airbus A320,N17659,834
794,American Airlines,7494,JFK,SEA,01-09-2024 18:11,01-09-2024 18:15,02-09-2024 00:11,02-09-2024 00:37,26,Air Traffic Control,FALSE,FALSE,Airbus A320,N10631,1745
795,Southwest,8028,ATL,MIA,01-09-2024 13:34,01-09-2024 14:01,01-09-2024 19:34,01-09-2024 19:46,12,Weather,TRUE,TRUE,Airbus A320,N53379,3000
796,American Airlines,5329,ATL,SEA,01-09-2024 02:20,01-09-2024 02:21,01-09-2024 04:20,01-09-2024 04:41,21,Air Traffic Control,FALSE,FALSE,Boeing 737,N41594,1420
797,United,3918,ATL,JFK,01-09-2024 18:54,01-09-2024 19:09,01-09-2024 21:54,01-09-2024 21:55,1,Weather,FALSE,TRUE,Boeing 737,N62669,2467
798,Southwest,5128,ATL,SEA,01-09-2024 17:15,01-09-2024 17:42,01-09-2024 18:15,01-09-2024 18:37,22,Weather,FALSE,TRUE,Boeing 777,N56454,2282
799,Delta,2504,DFW,SFO,01-09-2024 14:43,01-09-2024 15:05,01-09-2024 18:43,01-09-2024 19:10,27,Weather,FALSE,FALSE,Boeing 737,N15110,1235
800,Delta,60,LAX,SEA,01-09-2024 16:02,01-09-2024 16:28,01-09-2024 19:02,01-09-2024 19:27,25,Air Traffic Control,FALSE,TRUE,Boeing 737,N51339,1141
801,Delta,1347,LAX,SEA,01-09-2024 14:40,01-09-2024 15:09,01-09-2024 20:40,01-09-2024 20:33,-7,,FALSE,FALSE,Airbus A320,N42484,173
802,Southwest,1243,JFK,JFK,01-09-2024 11:50,01-09-2024 12:11,01-09-2024 15:50,01-09-2024 15:48,-2,,TRUE,FALSE,Boeing 737,N61061,782
803,Southwest,128,DFW,SFO,01-09-2024 05:51,01-09-2024 05:58,01-09-2024 06:51,01-09-2024 06:57,6,Air Traffic Control,TRUE,TRUE,Airbus A320,N72924,1825
804,Delta,2212,ORD,SEA,01-09-2024 02:28,01-09-2024 02:50,01-09-2024 03:28,01-09-2024 03:36,8,Weather,FALSE,FALSE,Boeing 777,N81152,216
805,American Airlines,3787,JFK,BOS,01-09-2024 16:40,01-09-2024 17:02,01-09-2024 22:40,01-09-2024 22:37,-3,,FALSE,FALSE,Boeing 737,N83417,1184
806,American Airlines,9483,JFK,BOS,01-09-2024 05:46,01-09-2024 06:04,01-09-2024 06:46,01-09-2024 07:11,25,Weather,FALSE,TRUE,Airbus A320,N12155,306
807,Delta,711,ORD,SFO,01-09-2024 16:33,01-09-2024 16:56,01-09-2024 17:33,01-09-2024 17:25,-8,,TRUE,FALSE,Boeing 737,N14943,529
808,Southwest,5492,JFK,JFK,01-09-2024 03:02,01-09-2024 03:32,01-09-2024 04:02,01-09-2024 03:52,-10,,FALSE,FALSE,Airbus A320,N30904,743
809,Delta,372,LAX,SFO,01-09-2024 20:23,01-09-2024 20:41,02-09-2024 00:23,02-09-2024 00:51,28,Air Traffic Control,FALSE,TRUE,Boeing 737,N61468,811
810,United,2177,ORD,SEA,01-09-2024 15:21,01-09-2024 15:39,01-09-2024 19:21,01-09-2024 19:42,21,Air Traffic Control,FALSE,FALSE,Boeing 737,N33464,489
811,American Airlines,8800,ATL,BOS,01-09-2024 16:57,01-09-2024 17:25,01-09-2024 19:57,01-09-2024 20:16,19,Maintenance,FALSE,TRUE,Boeing 777,N68399,2093
812,Southwest,8326,LAX,SFO,01-09-2024 18:30,01-09-2024 18:37,01-09-2024 20:30,01-09-2024 20:45,15,Weather,FALSE,TRUE,Airbus A320,N47008,2154
813,United,9331,DFW,MIA,01-09-2024 01:34,01-09-2024 01:57,01-09-2024 04:34,01-09-2024 04:53,19,Air Traffic Control,TRUE,TRUE,Boeing 737,N89820,1836
814,Delta,5696,LAX,BOS,01-09-2024 09:03,01-09-2024 09:05,01-09-2024 15:03,01-09-2024 15:22,19,Air Traffic Control,TRUE,TRUE,Airbus A320,N89822,1925
815,Southwest,9922,DFW,SFO,01-09-2024 12:57,01-09-2024 12:59,01-09-2024 17:57,01-09-2024 17:47,-10,,TRUE,TRUE,Boeing 737,N87800,1638
816,Southwest,5760,ATL,SFO,01-09-2024 13:38,01-09-2024 13:51,01-09-2024 14:38,01-09-2024 14:41,3,Weather,FALSE,TRUE,Airbus A320,N53004,190
817,United,3007,ATL,SEA,01-09-2024 07:03,01-09-2024 07:12,01-09-2024 12:03,01-09-2024 12:02,-1,,FALSE,TRUE,Boeing 737,N80256,1483
818,Southwest,1640,LAX,MIA,01-09-2024 04:33,01-09-2024 04:53,01-09-2024 09:33,01-09-2024 09:38,5,Maintenance,TRUE,TRUE,Boeing 737,N43606,2465
819,Delta,5768,JFK,SFO,01-09-2024 09:39,01-09-2024 09:40,01-09-2024 13:39,01-09-2024 13:34,-5,,TRUE,FALSE,Airbus A320,N94492,2913
820,United,5365,DFW,MIA,01-09-2024 21:23,01-09-2024 21:28,02-09-2024 03:23,02-09-2024 03:45,22,Air Traffic Control,FALSE,TRUE,Boeing 777,N29902,2281
821,American Airlines,1572,DFW,MIA,01-09-2024 13:11,01-09-2024 13:23,01-09-2024 19:11,01-09-2024 19:30,19,Air Traffic Control,TRUE,TRUE,Boeing 737,N25890,1910
822,United,7075,ATL,SFO,01-09-2024 06:04,01-09-2024 06:08,01-09-2024 11:04,01-09-2024 11:03,-1,,TRUE,FALSE,Boeing 737,N25070,2339
823,Southwest,2718,JFK,JFK,01-09-2024 12:59,01-09-2024 13:05,01-09-2024 14:59,01-09-2024 15:03,4,Maintenance,FALSE,FALSE,Airbus A320,N43479,649
824,Delta,2170,JFK,BOS,01-09-2024 08:17,01-09-2024 08:23,01-09-2024 12:17,01-09-2024 12:08,-9,,TRUE,TRUE,Boeing 737,N21601,1059
825,Delta,6002,JFK,SFO,01-09-2024 10:54,01-09-2024 11:04,01-09-2024 12:54,01-09-2024 12:47,-7,,TRUE,TRUE,Boeing 777,N15265,929
826,United,765,ATL,SFO,01-09-2024 03:14,01-09-2024 03:30,01-09-2024 06:14,01-09-2024 06:25,11,Air Traffic Control,FALSE,TRUE,Airbus A320,N21443,2635
827,Delta,9381,DFW,SFO,01-09-2024 01:19,01-09-2024 01:27,01-09-2024 04:19,01-09-2024 04:41,22,Air Traffic Control,TRUE,FALSE,Boeing 777,N15643,2933
828,American Airlines,9836,ORD,BOS,01-09-2024 15:03,01-09-2024 15:26,01-09-2024 20:03,01-09-2024 20:04,1,Weather,FALSE,FALSE,Boeing 737,N29768,190
829,Southwest,7783,LAX,MIA,01-09-2024 06:47,01-09-2024 06:49,01-09-2024 08:47,01-09-2024 09:08,21,Maintenance,TRUE,TRUE,Boeing 737,N89653,877
830,American Airlines,5263,LAX,SEA,01-09-2024 20:23,01-09-2024 20:25,01-09-2024 22:23,01-09-2024 22:36,13,Weather,FALSE,FALSE,Airbus A320,N43713,2799
831,American Airlines,8905,DFW,JFK,01-09-2024 17:47,01-09-2024 17:49,01-09-2024 21:47,01-09-2024 21:44,-3,,FALSE,TRUE,Boeing 777,N46312,790
832,United,97,JFK,BOS,01-09-2024 10:31,01-09-2024 10:32,01-09-2024 12:31,01-09-2024 12:42,11,Weather,TRUE,FALSE,Airbus A320,N53467,2215
833,Southwest,7146,LAX,MIA,01-09-2024 20:52,01-09-2024 21:08,01-09-2024 22:52,01-09-2024 23:10,18,Maintenance,FALSE,TRUE,Airbus A320,N32172,1140
834,American Airlines,367,JFK,SEA,01-09-2024 04:39,01-09-2024 04:50,01-09-2024 09:39,01-09-2024 10:03,24,Air Traffic Control,TRUE,TRUE,Boeing 737,N67595,2628
835,United,307,JFK,BOS,01-09-2024 05:58,01-09-2024 06:21,01-09-2024 07:58,01-09-2024 08:00,2,Weather,TRUE,TRUE,Boeing 737,N32397,2187
836,Delta,7932,JFK,SFO,01-09-2024 10:11,01-09-2024 10:23,01-09-2024 13:11,01-09-2024 13:31,20,Air Traffic Control,TRUE,TRUE,Airbus A320,N18861,2228
837,Delta,4414,JFK,BOS,01-09-2024 05:14,01-09-2024 05:27,01-09-2024 06:14,01-09-2024 06:41,27,Air Traffic Control,FALSE,TRUE,Boeing 777,N73163,1495
838,American Airlines,7650,JFK,BOS,01-09-2024 07:42,01-09-2024 08:10,01-09-2024 10:42,01-09-2024 10:54,12,Air Traffic Control,FALSE,TRUE,Boeing 737,N64351,448
839,United,8438,LAX,BOS,01-09-2024 04:36,01-09-2024 05:02,01-09-2024 05:36,01-09-2024 05:34,-2,,TRUE,FALSE,Boeing 737,N68106,2630
840,Southwest,231,JFK,BOS,01-09-2024 23:01,01-09-2024 23:02,02-09-2024 02:01,02-09-2024 02:05,4,Maintenance,TRUE,TRUE,Boeing 737,N69306,2181
841,Southwest,14,DFW,SEA,01-09-2024 17:01,01-09-2024 17:19,01-09-2024 23:01,01-09-2024 22:56,-5,,FALSE,FALSE,Airbus A320,N72361,2906
842,Southwest,9055,DFW,BOS,01-09-2024 11:19,01-09-2024 11:35,01-09-2024 17:19,01-09-2024 17:32,13,Maintenance,FALSE,TRUE,Airbus A320,N30842,2668
843,American Airlines,1238,ATL,JFK,01-09-2024 14:42,01-09-2024 15:11,01-09-2024 16:42,01-09-2024 16:40,-2,,TRUE,FALSE,Airbus A320,N49504,1696
844,United,6940,DFW,MIA,01-09-2024 02:38,01-09-2024 03:02,01-09-2024 07:38,01-09-2024 07:32,-6,,FALSE,FALSE,Boeing 777,N39509,365
845,Southwest,7751,ATL,SEA,01-09-2024 21:30,01-09-2024 21:50,02-09-2024 00:30,02-09-2024 00:51,21,Air Traffic Control,FALSE,FALSE,Boeing 777,N63857,218
846,American Airlines,9046,ORD,SEA,01-09-2024 16:44,01-09-2024 17:01,01-09-2024 18:44,01-09-2024 18:47,3,Air Traffic Control,FALSE,FALSE,Airbus A320,N50144,2310
847,American Airlines,4452,JFK,SEA,01-09-2024 03:23,01-09-2024 03:47,01-09-2024 09:23,01-09-2024 09:46,23,Weather,TRUE,FALSE,Airbus A320,N50619,331
848,United,3278,ATL,MIA,01-09-2024 10:19,01-09-2024 10:20,01-09-2024 16:19,01-09-2024 16:15,-4,,TRUE,FALSE,Boeing 737,N69344,2918
849,Delta,3334,JFK,SEA,01-09-2024 13:13,01-09-2024 13:29,01-09-2024 18:13,01-09-2024 18:11,-2,,FALSE,FALSE,Boeing 777,N26056,2421
850,Southwest,9754,LAX,BOS,01-09-2024 03:51,01-09-2024 04:04,01-09-2024 06:51,01-09-2024 06:59,8,Weather,FALSE,TRUE,Boeing 777,N71635,141
851,Delta,4820,DFW,BOS,01-09-2024 18:03,01-09-2024 18:27,01-09-2024 19:03,01-09-2024 19:14,11,Maintenance,TRUE,FALSE,Boeing 737,N21049,348
852,Delta,9254,ORD,JFK,01-09-2024 20:15,01-09-2024 20:22,01-09-2024 22:15,01-09-2024 22:08,-7,,TRUE,TRUE,Boeing 777,N94507,222
853,Delta,4575,LAX,BOS,01-09-2024 07:10,01-09-2024 07:20,01-09-2024 08:10,01-09-2024 08:39,29,Air Traffic Control,TRUE,TRUE,Boeing 737,N70722,1511
854,United,7817,DFW,SEA,01-09-2024 12:12,01-09-2024 12:18,01-09-2024 17:12,01-09-2024 17:33,21,Air Traffic Control,TRUE,TRUE,Airbus A320,N22918,1978
855,American Airlines,3411,ORD,BOS,01-09-2024 22:06,01-09-2024 22:27,02-09-2024 01:06,02-09-2024 01:32,26,Weather,FALSE,FALSE,Boeing 737,N43241,2134
856,Southwest,1803,DFW,JFK,01-09-2024 14:01,01-09-2024 14:09,01-09-2024 15:01,01-09-2024 15:23,22,Maintenance,TRUE,TRUE,Boeing 737,N82146,1465
857,Delta,4911,JFK,SEA,01-09-2024 17:51,01-09-2024 17:58,01-09-2024 18:51,01-09-2024 19:20,29,Weather,FALSE,TRUE,Airbus A320,N95274,2797
858,American Airlines,2518,ATL,SFO,01-09-2024 10:49,01-09-2024 11:19,01-09-2024 11:49,01-09-2024 11:46,-3,,FALSE,FALSE,Boeing 777,N70952,1537
859,United,569,DFW,BOS,01-09-2024 15:14,01-09-2024 15:21,01-09-2024 21:14,01-09-2024 21:12,-2,,FALSE,TRUE,Airbus A320,N61506,937
860,Southwest,7798,DFW,BOS,01-09-2024 19:47,01-09-2024 19:57,01-09-2024 22:47,01-09-2024 22:47,0,,FALSE,FALSE,Airbus A320,N12724,2398
861,United,9711,LAX,SEA,01-09-2024 06:04,01-09-2024 06:09,01-09-2024 07:04,01-09-2024 06:54,-10,,FALSE,FALSE,Boeing 737,N87020,1621
862,American Airlines,9008,ORD,JFK,01-09-2024 22:53,01-09-2024 23:02,01-09-2024 23:53,01-09-2024 23:58,5,Air Traffic Control,FALSE,FALSE,Boeing 737,N90884,165
863,American Airlines,9678,ORD,JFK,01-09-2024 10:18,01-09-2024 10:18,01-09-2024 13:18,01-09-2024 13:34,16,Maintenance,TRUE,FALSE,Boeing 777,N13642,2271
864,Delta,2313,JFK,SFO,01-09-2024 10:18,01-09-2024 10:48,01-09-2024 11:18,01-09-2024 11:37,19,Weather,FALSE,FALSE,Boeing 737,N86704,2330
865,American Airlines,1521,JFK,SEA,01-09-2024 21:39,01-09-2024 21:57,02-09-2024 01:39,02-09-2024 01:41,2,Maintenance,FALSE,FALSE,Boeing 737,N91035,2720
866,United,4676,JFK,SFO,01-09-2024 02:05,01-09-2024 02:14,01-09-2024 06:05,01-09-2024 06:25,20,Air Traffic Control,FALSE,FALSE,Boeing 737,N85094,1308
867,American Airlines,778,ORD,SFO,01-09-2024 15:33,01-09-2024 15:35,01-09-2024 20:33,01-09-2024 20:45,12,Air Traffic Control,TRUE,TRUE,Airbus A320,N17907,1961
868,United,6536,ATL,MIA,01-09-2024 19:06,01-09-2024 19:33,02-09-2024 00:06,02-09-2024 00:12,6,Weather,FALSE,FALSE,Boeing 737,N38880,2470
869,Southwest,4568,ORD,SFO,01-09-2024 11:52,01-09-2024 12:05,01-09-2024 15:52,01-09-2024 16:11,19,Weather,TRUE,TRUE,Boeing 737,N73337,2883
870,United,6989,DFW,MIA,01-09-2024 22:34,01-09-2024 23:03,01-09-2024 23:34,01-09-2024 23:47,13,Air Traffic Control,FALSE,TRUE,Boeing 777,N18995,2756
871,Southwest,8489,JFK,MIA,01-09-2024 07:10,01-09-2024 07:14,01-09-2024 12:10,01-09-2024 12:27,17,Air Traffic Control,FALSE,TRUE,Boeing 737,N30631,372
872,United,1162,DFW,BOS,01-09-2024 21:34,01-09-2024 22:02,01-09-2024 23:34,01-09-2024 23:56,22,Maintenance,FALSE,FALSE,Boeing 737,N82302,1749
873,Southwest,873,JFK,SEA,01-09-2024 16:46,01-09-2024 16:55,01-09-2024 18:46,01-09-2024 19:12,26,Weather,TRUE,FALSE,Boeing 777,N88148,1305
